Key,Source,Context,Changes,English,schinese,Russian
Crafting4,progression,skills,New,"Crafting IV","制作 IV","Ремесло IV"
Crafting5,progression,skills,New,"Crafting V","制作 V","Ремесло V"
Crafting6,progression,skills,New,"Crafting VI","制作 VI","Ремесло VI"
Crafting7,progression,skills,New,"Crafting VII","制作 VII","Ремесло VII"

Criminal,progression,skills,New,"Criminal","罪犯","Уголовник"
Criminal0,progression,skills,New,"You've survived this long by being a criminal, what's a few zombies going to change?","你靠着犯罪活到了现在，区区几只丧尸又能改变什么？","Ты выжил благодаря преступному прошлому, что изменят пара-тройка зомби?"
Criminal1Desc,progression,skills,New,"Damage dealt with Pistols and Hunting Knives is increased by 14%. You handle lockpicks 3% better and deal 14% increased damage to safes.","使用手枪和猎刀时造成的伤害提高14%。撬锁能力提高3%，对保险箱造成的伤害提高14%。","Урон от пистолетов и охотничьих ножей увеличен на 14%. Вы на 3% лучше обращаетесь с отмычками, и наносите на 14% больше урона сейфам."
Criminal2Desc,progression,skills,New,"Damage dealt with Pistols and Hunting Knives is increased by 28%. You handle lockpicks 6% better and deal 28% increased damage to safes.","使用手枪和猎刀时造成的伤害提高28%。撬锁能力提高6%，对保险箱造成的伤害提高28%。","Урон от пистолетов и охотничьих ножей увеличен на 28%. Вы на 6% лучше обращаетесь с отмычками, и наносите на 28% больше урона сейфам."
Criminal3Desc,progression,skills,New,"Damage dealt with Pistols and Hunting Knives is increased by 42%. You handle lockpicks 9% better and deal 42% increased damage to safes.","使用手枪和猎刀时造成的伤害提高42%。撬锁能力提高9%，对保险箱造成的伤害提高42%。","Урон от пистолетов и охотничьих ножей увеличен на 42%. Вы на 9% лучше обращаетесь с отмычками, и наносите на 42% больше урона сейфам."
Criminal4Desc,progression,skills,New,"Damage dealt with Pistols and Hunting Knives is increased by 56%. You handle lockpicks 12% better and deal 56% increased damage to safes.","使用手枪和猎刀时造成的伤害提高56%。撬锁能力提高12%，对保险箱造成的伤害提高56%。","Урон от пистолетов и охотничьих ножей увеличен на 56%. Вы на 12% лучше обращаетесь с отмычками, и наносите на 56% больше урона сейфам."
Criminal5Desc,progression,skills,New,"Damage dealt with Pistols and Hunting Knives is increased by 70%. You handle lockpicks 15% better and deal 70% increased damage to safes.","使用手枪和猎刀时造成的伤害提高70%。撬锁能力提高15%，对保险箱造成的伤害提高70%。","Урон от пистолетов и охотничьих ножей увеличен на 70%. Вы на 15% лучше обращаетесь с отмычками, и наносите на 70% больше урона сейфам."
Criminal6Desc,progression,skills,New,"Damage dealt with Pistols and Hunting Knives is increased by 84%. You handle lockpicks 18% better and deal 84% increased damage to safes.","使用手枪和猎刀时造成的伤害提高84%。撬锁能力提高18%，对保险箱造成的伤害提高84%。","Урон от пистолетов и охотничьих ножей увеличен на 84%. Вы на 18% лучше обращаетесь с отмычками, и наносите на 84% больше урона сейфам."
Criminal7Desc,progression,skills,New,"'Click out of one, nothing on two, three is binding.'\n\nDamage dealt with Pistols and Hunting Knives is increased by 100%. You handle lockpicks 25% better and deal 100% increased damage to safes.","“一号位咔哒一声，二号位没动静，三号位受阻。”\n使用手枪和猎刀时造成的伤害提高100%。撬锁能力提高25%，对保险箱造成的伤害提高100%。","«Щелчок на первом, ничего на втором, третий дает сопротивление».\nУрон от пистолетов и охотничьих ножей увеличен на 100%. Вы на 25% лучше обращаетесь с отмычками, и наносите на 100% больше урона сейфам."
Criminal1,progression,skills,New,"Criminal I","罪犯 I","Уголовник I"
Criminal2,progression,skills,New,"Criminal II","罪犯 II","Уголовник II"
Criminal3,progression,skills,New,"Criminal III","罪犯 III","Уголовник III"
Criminal4,progression,skills,New,"Criminal IV","罪犯 IV","Уголовник IV"
Criminal5,progression,skills,New,"Criminal V","罪犯 V","Уголовник V"
Criminal6,progression,skills,New,"Criminal VI","罪犯 VI","Уголовник VI"
Criminal7,progression,skills,New,"Criminal VII","罪犯 VII","Уголовник VII"

Crypto,progression,skills,New,"Crypto","加密货币","Крипто"
Crypto0,progression,skills,New,"You are researching the Cryptocurrency market values. Gathering the data. Your bartering Skills increase.","你正在研究加密货币的市场价值。正在收集数据。你的交易技能提升了。","Вы изучаете стоимость криптовалютного рынка. Сбор данных. Ваши навыки бартера растут."
Crypto1Desc,progression,skills,New,"Get a 1.2% better deal buying and selling merchandise with traders.","与商人交易时，购买和出售商品优惠 1.2%","Покупка и продажа у торговцев становится на 1.2% выгоднее."
Crypto2Desc,progression,skills,New,"Get a 2.4% better deal buying and selling merchandise with traders.","与商人交易时，购买 and 出售商品优惠 2.4%","Покупка и продажа у торговцев становится на 2.4% выгоднее."
Crypto3Desc,progression,skills,New,"Get a 3.6% better deal buying and selling merchandise with traders.","与商人交易时，购买 and 出售商品优惠 3.6%","Покупка и продажа у торговцев становится на 3.6% выгоднее."
