Key,Source,Context,Changes,english,schinese
modArmorBloodFrenzyCharmMK1Schematic,items,Item,New,[8B4513]Schematic: Blood Frenzy Charm MK1[-],[8B4513]图纸：鲜血狂热护符·MK1[-]
modArmorBloodFrenzyCharmMK2Schematic,items,Item,New,[FF8C00]Schematic: Blood Frenzy Charm MK2[-],[FF8C00]图纸：鲜血狂热护符·MK2[-]
modArmorBloodFrenzyCharmMK3Schematic,items,Item,New,[B8860B]Schematic: Blood Frenzy Charm MK3[-],[B8860B]图纸：鲜血狂热护符·MK3[-]
modArmorBloodFrenzyCharmMK4Schematic,items,Item,New,[2E8B57]Schematic: Blood Frenzy Charm MK4[-],[2E8B57]图纸：鲜血狂热护符·MK4[-]
modArmorBloodFrenzyCharmMK5Schematic,items,Item,New,[4169E1]Schematic: Blood Frenzy Charm MK5[-],[4169E1]图纸：鲜血狂热护符·MK5[-]
modArmorBloodFrenzyCharmMK6Schematic,items,Item,New,[9932CC]Schematic: Blood Frenzy Charm MK6[-],[9932CC]图纸：鲜血狂热护符·MK6[-]

modArmorStormGrounderMK1Schematic,items,Item,New,[8B4513]Schematic: Storm Grounder MK1[-],[8B4513]图纸：风暴接地器·MK1[-]
modArmorStormGrounderMK2Schematic,items,Item,New,[FF8C00]Schematic: Storm Grounder MK2[-],[FF8C00]图纸：风暴接地器·MK2[-]
modArmorStormGrounderMK3Schematic,items,Item,New,[B8860B]Schematic: Storm Grounder MK3[-],[B8860B]图纸：风暴接地器·MK3[-]
modArmorStormGrounderMK4Schematic,items,Item,New,[2E8B57]Schematic: Storm Grounder MK4[-],[2E8B57]图纸：风暴接地器·MK4[-]
modArmorStormGrounderMK5Schematic,items,Item,New,[4169E1]Schematic: Storm Grounder MK5[-],[4169E1]图纸：风暴接地器·MK5[-]
modArmorStormGrounderMK6Schematic,items,Item,New,[9932CC]Schematic: Storm Grounder MK6[-],[9932CC]图纸：风暴接地器·MK6[-]

modArmorPlaguePurifierPumpMK1Schematic,items,Item,New,[8B4513]Schematic: Plague Purifier Pump MK1[-],[8B4513]图纸：瘟疫净化泵·MK1[-]
modArmorPlaguePurifierPumpMK2Schematic,items,Item,New,[FF8C00]Schematic: Plague Purifier Pump MK2[-],[FF8C00]图纸：瘟疫净化泵·MK2[-]
modArmorPlaguePurifierPumpMK3Schematic,items,Item,New,[B8860B]Schematic: Plague Purifier Pump MK3[-],[B8860B]图纸：瘟疫净化泵·MK3[-]
modArmorPlaguePurifierPumpMK4Schematic,items,Item,New,[2E8B57]Schematic: Plague Purifier Pump MK4[-],[2E8B57]图纸：瘟疫净化泵·MK4[-]
modArmorPlaguePurifierPumpMK5Schematic,items,Item,New,[4169E1]Schematic: Plague Purifier Pump MK5[-],[4169E1]图纸：瘟疫净化泵·MK5[-]
modArmorPlaguePurifierPumpMK6Schematic,items,Item,New,[9932CC]Schematic: Plague Purifier Pump MK6[-],[9932CC]图纸：瘟疫净化泵·MK6[-]

modArmorCalamityStabilityFieldMK1Schematic,items,Item,New,[8B4513]Schematic: Calamity Stability Field MK1[-],[8B4513]图纸：灾厄稳定场·MK1[-]
modArmorCalamityStabilityFieldMK2Schematic,items,Item,New,[FF8C00]Schematic: Calamity Stability Field MK2[-],[FF8C00]图纸：灾厄稳定场·MK2[-]
modArmorCalamityStabilityFieldMK3Schematic,items,Item,New,[B8860B]Schematic: Calamity Stability Field MK3[-],[B8860B]图纸：灾厄稳定场·MK3[-]
modArmorCalamityStabilityFieldMK4Schematic,items,Item,New,[2E8B57]Schematic: Calamity Stability Field MK4[-],[2E8B57]图纸：灾厄稳定场·MK4[-]
modArmorCalamityStabilityFieldMK5Schematic,items,Item,New,[4169E1]Schematic: Calamity Stability Field MK5[-],[4169E1]图纸：灾厄稳定场·MK5[-]
modArmorCalamityStabilityFieldMK6Schematic,items,Item,New,[9932CC]Schematic: Calamity Stability Field MK6[-],[9932CC]图纸：灾厄稳定场·MK6[-]

modArmorThornDeflectionPlateA7Schematic,items,Item,New,[8B4513]Schematic: Thorn Deflection Plate A7[-],[8B4513]图纸：荆棘偏转甲·A7[-]
modArmorThornDeflectionPlateA72Schematic,items,Item,New,[FF8C00]Schematic: Thorn Deflection Plate A72[-],[FF8C00]图纸：荆棘偏转甲·A72[-]
modArmorThornDeflectionPlateA73Schematic,items,Item,New,[B8860B]Schematic: Thorn Deflection Plate A73[-],[B8860B]图纸：荆棘偏转甲·A73[-]
modArmorThornDeflectionPlateA74Schematic,items,Item,New,[2E8B57]Schematic: Thorn Deflection Plate A74[-],[2E8B57]图纸：荆棘偏转甲·A74[-]
modArmorThornDeflectionPlateA75Schematic,items,Item,New,[4169E1]Schematic: Thorn Deflection Plate A75[-],[4169E1]图纸：荆棘偏转甲·A75[-]
modArmorThornDeflectionPlateA76Schematic,items,Item,New,[9932CC]Schematic: Thorn Deflection Plate A76[-],[9932CC]图纸：荆棘偏转甲·A76[-]

modArmorEmberRekindlePlateA9Schematic,items,Item,New,[8B4513]Schematic: Ember Rekindle Plate A9[-],[8B4513]图纸：余烬复燃板·A9[-]
modArmorEmberRekindlePlateA92Schematic,items,Item,New,[FF8C00]Schematic: Ember Rekindle Plate A92[-],[FF8C00]图纸：余烬复燃板·A92[-]
modArmorEmberRekindlePlateA93Schematic,items,Item,New,[B8860B]Schematic: Ember Rekindle Plate A93[-],[B8860B]图纸：余烬复燃板·A93[-]
modArmorEmberRekindlePlateA94Schematic,items,Item,New,[2E8B57]Schematic: Ember Rekindle Plate A94[-],[2E8B57]图纸：余烬复燃板·A94[-]
modArmorEmberRekindlePlateA95Schematic,items,Item,New,[4169E1]Schematic: Ember Rekindle Plate A95[-],[4169E1]图纸：余烬复燃板·A95[-]
modArmorEmberRekindlePlateA96Schematic,items,Item,New,[9932CC]Schematic: Ember Rekindle Plate A96[-],[9932CC]图纸：余烬复燃板·A96[-]

modArmorWitherAdaptiveExoskeletonP10Schematic,items,Item,New,[9932CC]Schematic: Wither Adaptive Exoskeleton P10[-],[9932CC]图纸：凋零适应外骨骼·P10[-]

modWeaponFireChaserSwarmWA1Schematic,items,Item,New,[8B4513]Schematic: Fire Chaser Swarm WA1[-],[8B4513]图纸：追火蜂群模块·WA1[-]
modWeaponFireChaserSwarmWA2Schematic,items,Item,New,[FF8C00]Schematic: Fire Chaser Swarm WA2[-],[FF8C00]图纸：追火蜂群模块·WA2[-]
modWeaponFireChaserSwarmWA3Schematic,items,Item,New,[B8860B]Schematic: Fire Chaser Swarm WA3[-],[B8860B]图纸：追火蜂群模块·WA3[-]
modWeaponFireChaserSwarmWA4Schematic,items,Item,New,[2E8B57]Schematic: Fire Chaser Swarm WA4[-],[2E8B57]图纸：追火蜂群模块·WA4[-]
modWeaponFireChaserSwarmWA5Schematic,items,Item,New,[4169E1]Schematic: Fire Chaser Swarm WA5[-],[4169E1]图纸：追火蜂群模块·WA5[-]
modWeaponFireChaserSwarmWA6Schematic,items,Item,New,[9932CC]Schematic: Fire Chaser Swarm WA6[-],[9932CC]图纸：追火蜂群模块·WA6[-]

modWeaponFrostGrenadeNestWA1Schematic,items,Item,New,[8B4513]Schematic: Frost Grenade Nest WA1[-],[8B4513]图纸：冰霜榴弹巢·WA1[-]
modWeaponFrostGrenadeNestWA2Schematic,items,Item,New,[FF8C00]Schematic: Frost Grenade Nest WA2[-],[FF8C00]图纸：冰霜榴弹巢·WA2[-]
modWeaponFrostGrenadeNestWA3Schematic,items,Item,New,[B8860B]Schematic: Frost Grenade Nest WA3[-],[B8860B]图纸：冰霜榴弹巢·WA3[-]
modWeaponFrostGrenadeNestWA4Schematic,items,Item,New,[2E8B57]Schematic: Frost Grenade Nest WA4[-],[2E8B57]图纸：冰霜榴弹巢·WA4[-]
modWeaponFrostGrenadeNestWA5Schematic,items,Item,New,[4169E1]Schematic: Frost Grenade Nest WA5[-],[4169E1]图纸：冰霜榴弹巢·WA5[-]
modWeaponFrostGrenadeNestWA6Schematic,items,Item,New,[9932CC]Schematic: Frost Grenade Nest WA6[-],[9932CC]图纸：冰霜榴弹巢·WA6[-]

modWeaponLightningChainCapacitorWA1Schematic,items,Item,New,[8B4513]Schematic: Lightning Chain Capacitor WA1[-],[8B4513]图纸：雷链电容器·WA1[-]
modWeaponLightningChainCapacitorWA2Schematic,items,Item,New,[FF8C00]Schematic: Lightning Chain Capacitor WA2[-],[FF8C00]图纸：雷链电容器·WA2[-]
modWeaponLightningChainCapacitorWA3Schematic,items,Item,New,[B8860B]Schematic: Lightning Chain Capacitor WA3[-],[B8860B]图纸：雷链电容器·WA3[-]
modWeaponLightningChainCapacitorWA4Schematic,items,Item,New,[2E8B57]Schematic: Lightning Chain Capacitor WA4[-],[2E8B57]图纸：雷链电容器·WA4[-]
modWeaponLightningChainCapacitorWA5Schematic,items,Item,New,[4169E1]Schematic: Lightning Chain Capacitor WA5[-],[4169E1]图纸：雷链电容器·WA5[-]
modWeaponLightningChainCapacitorWA6Schematic,items,Item,New,[9932CC]Schematic: Lightning Chain Capacitor WA6[-],[9932CC]图纸：雷链电容器·WA6[-]

modWeaponKineticEscalatorWP3Schematic,items,Item,New,[B8860B]Schematic: Kinetic Escalator WP3[-],[B8860B]图纸：动能递增机芯·WP3[-]

modAstroxfixDMRSchematic,items,Item,New,[B8860B]Schematic: Militech DMR Conversion Kit[-],[B8860B]图纸：军用科技精准射手改装套件[-]
modMilitech_SalvoCoreSchematic,items,Item,New,[FF8C00]Schematic: Militech Salvo Core[-],[FF8C00]图纸：齐射核心[-]
modMilitech_BarrageCoreSchematic,items,Item,New,[B8860B]Schematic: Militech Barrage Core[-],[B8860B]图纸：弹幕核心[-]
modMilitech_ShardSplitterSchematic,items,Item,New,[B8860B]Schematic: Militech Shard Splitter[-],[B8860B]图纸：碎片分裂器[-]
modMilitech_OverchargeRoundsSchematic,items,Item,New,[4169E1]Schematic: Militech Overcharge Rounds[-],[4169E1]图纸：过充弹药[-]
modMilitech_ChainAmplifierSchematic,items,Item,New,[B8860B]Schematic: Militech Chain Amplifier[-],[B8860B]图纸：链式增幅器[-]
modMilitech_FlameBarrageSchematic,items,Item,New,[4169E1]Schematic: Militech Flame Barrage Protocol[-],[4169E1]图纸：火焰弹幕协议[-]
modMilitech_FrostBarrageSchematic,items,Item,New,[4169E1]Schematic: Militech Frost Barrage Protocol[-],[4169E1]图纸：冰霜弹幕协议[-]
modMilitech_ShockChainSchematic,items,Item,New,[9932CC]Schematic: Militech Shock Chain Protocol[-],[9932CC]图纸：电弧链协议[-]
modMilitech_QuickChargeMagSchematic,items,Item,New,[2E8B57]Schematic: Militech Quick-Charge Mag[-],[2E8B57]图纸：快充弹匣[-]
modMilitech_PowerDumpMagSchematic,items,Item,New,[4169E1]Schematic: Militech Power-Dump Mag[-],[4169E1]图纸：能量转储弹匣[-]

# ============================================================
# Challenger Blocks (10)
# ============================================================
cntChallengerCrate_normal,blocks,Block,New,Challenger Normal Crate,挑战者普通箱子
cntChallengerCrate_normalDesc,blocks,Block,New,"A sturdy storage crate earned from completing Challenger trials. The first milestone of a challenger''s journey.","通过完成挑战者试炼获得的坚固储物箱。挑战者之旅的第一个里程碑。"

cntChallengerCrate_hard,blocks,Block,New,Challenger Hard Crate,挑战者困难箱子
cntChallengerCrate_hardDesc,blocks,Block,New,"A reinforced storage crate awarded for conquering difficult Challenger trials. Proof of growing strength.","为攻克困难挑战者试炼而颁发的强化储物箱。实力增长的证明。"

cntChallengerCrate_hell,blocks,Block,New,Challenger Hell Crate,挑战者地狱箱子
cntChallengerCrate_hellDesc,blocks,Block,New,"An infernal-forged storage crate that only the strongest challengers can claim. Radiates an ominous heat.","唯有最强者方可获取的地狱铸造储物箱。散发着不祥的热量。"

cntChallengerCrate_extra,blocks,Block,New,Challenger Extra Crate,挑战者额外箱子
cntChallengerCrate_extraDesc,blocks,Block,New,"A bonus storage crate from unexpected reinforcements during a challenge. Fortune favors the bold.","挑战中意外增援带来的奖励储物箱。勇者得天眷。"

cntChallengerCrate_blackhole,blocks,Block,New,Challenger Black Hole Crate,挑战者黑洞箱子
cntChallengerCrate_blackholeDesc,blocks,Block,New,"A crate forged from collapsed matter. Its interior seems deeper than its exterior — a trophy for defying impossible odds.","由坍缩物质铸造的箱子。内部似乎比外部更深邃——为挑战不可能而生的奖杯。"

cntChallengerCrate_goldmarine,blocks,Block,New,Challenger Gold Marine Crate,挑战者金海箱子
cntChallengerCrate_goldmarineDesc,blocks,Block,New,"A golden oceanic crate that gleams with the light of sunken treasures. A luxury trophy for the elite challenger.","闪耀着沉没宝藏光芒的黄金海洋箱。精英挑战者的奢华奖杯。"

cntChallengerCrate_mutated,blocks,Block,New,Challenger Mutated Crate,挑战者突变箱子
cntChallengerCrate_mutatedDesc,blocks,Block,New,"A crate twisted by dimensional corruption yet repurposed into a storage vessel. Beauty in mutation.","被维度腐化扭曲却又被重塑为储物容器的箱子。突变之美。"

cntChallengerCrate_cyberpunk,blocks,Block,New,Challenger Cyberpunk Crate,挑战者赛博箱子
cntChallengerCrate_cyberpunkDesc,blocks,Block,New,"A high-tech crate bristling with neon circuitry and chrome plating. The future is now.","布满了霓虹电路与镀铬装甲的高科技箱子。未来已至。"

cntChallengerCrate_nature,blocks,Block,New,Challenger Nature Crate,挑战者自然箱子
cntChallengerCrate_natureDesc,blocks,Block,New,"A crate grown from living wood and reinforced with steel — nature and industry in harmony.","由活木生长并以钢铁强化的箱子——自然与工业的和谐之作。"

cntChallengerCrate_evilhand,blocks,Block,New,Challenger Evil Hand Crate,挑战者魔手箱子
cntChallengerCrate_evilhandDesc,blocks,Block,New,"A crate etched with malevolent sigils that seem to move in the dark. The ultimate challenger''s trophy — wielding the hand of fate itself.","刻有邪恶符文、在黑暗中似乎会动的箱子。终极挑战者的奖杯——执掌命运之手。"

# ============================================================
# Challenger Currencies (6)
# ============================================================
resourceChallengerShard,items,Item,New,[8B4513]Corroded Shard[-],[8B4513]残蚀碎片[-]
resourceChallengerShardDesc,items,Item,New,"Nano-core fragments eroded by time and radiation, yet faint residual energy still lingers within.","被时间与辐射侵蚀的纳米核心碎屑，但仍残留微弱能量。"

resourceChallengerCrystal,items,Item,New,[FF8C00]Sintered Crystal[-],[FF8C00]烧结晶体[-]
resourceChallengerCrystalDesc,items,Item,New,"A purified crystal reformed under extreme heat and pressure. Clear energy pathways pulse within.","在高温高压下重组的净化晶体，能量脉络清晰。"

resourceChallengerCore,items,Item,New,[B8860B]Resonance Core[-],[B8860B]谐振核心[-]
resourceChallengerCoreDesc,items,Item,New,"A self-harmonizing energy core that emits a constant low hum. Its stability defies explanation.","稳定自谐变的能量核心，发出持续的低声嗡鸣。"

resourceChallengerWeave,items,Item,New,[2E8B57]Phase Weave[-],[2E8B57]相位编织体[-]
resourceChallengerWeaveDesc,items,Item,New,"An energy fabric woven from intersecting layers of spatial phase. Cold to the touch yet surging with thermal energy.","多层空间相位交织的能量织物，触感冰凉却涌动热力。"

resourceChallengerSingularity,items,Item,New,[4169E1]Singularity Clot[-],[4169E1]奇点凝块[-]
resourceChallengerSingularityDesc,items,Item,New,"A clot of armor-encased micro-singularity. Abnormally heavy and occasionally distorts nearby light.","微型奇点被装甲包裹后的凝块，重量异常，偶尔扭曲周围光线。"

resourceChallengerEntropy,items,Item,New,[9932CC]Entropy Keystone[-],[9932CC]定熵基石[-]
resourceChallengerEntropyDesc,items,Item,New,"The ultimate energy crystal that opposes heat death itself. All chaos resolves to order in its presence.","对抗热寂的终极能量结晶，一切混乱在其周围归于秩序。"

# ============================================================
# Block Schematic Localization (10)
# ============================================================
cntChallengerCrate_normalSchematic,items,Item,New,[8B4513]Schematic: Challenger Normal Crate[-],[8B4513]图纸：挑战者普通箱子[-]
cntChallengerCrate_hardSchematic,items,Item,New,[FF8C00]Schematic: Challenger Hard Crate[-],[FF8C00]图纸：挑战者困难箱子[-]
cntChallengerCrate_hellSchematic,items,Item,New,[B8860B]Schematic: Challenger Hell Crate[-],[B8860B]图纸：挑战者地狱箱子[-]
cntChallengerCrate_extraSchematic,items,Item,New,[2E8B57]Schematic: Challenger Extra Crate[-],[2E8B57]图纸：挑战者额外箱子[-]
cntChallengerCrate_blackholeSchematic,items,Item,New,[4169E1]Schematic: Challenger Black Hole Crate[-],[4169E1]图纸：挑战者黑洞箱子[-]
cntChallengerCrate_goldmarineSchematic,items,Item,New,[4169E1]Schematic: Challenger Gold Marine Crate[-],[4169E1]图纸：挑战者金海箱子[-]
cntChallengerCrate_mutatedSchematic,items,Item,New,[4169E1]Schematic: Challenger Mutated Crate[-],[4169E1]图纸：挑战者突变箱子[-]
cntChallengerCrate_cyberpunkSchematic,items,Item,New,[4169E1]Schematic: Challenger Cyberpunk Crate[-],[4169E1]图纸：挑战者赛博箱子[-]
cntChallengerCrate_natureSchematic,items,Item,New,[4169E1]Schematic: Challenger Nature Crate[-],[4169E1]图纸：挑战者自然箱子[-]
cntChallengerCrate_evilhandSchematic,items,Item,New,[9932CC]Schematic: Challenger Evil Hand Crate[-],[9932CC]图纸：挑战者魔手箱子[-]

# ============================================================
# Ammo Module
# ============================================================
ammoAstrofixMG_NormalModule,items,Item,New,[00BFFF]Astrofix MG Module[-],[00BFFF]定星机枪模块[-]
ammoAstrofixMG_NormalModuleDesc,items,Item,New,"Standard-issue energy ammunition module for the Astrofix Assault Rifle. Provides the baseline smart-weapon ballistics.","定星突击步枪的标准能量弹药模块。提供基础智能武器弹道性能。"

# ============================================================
# Challenger Scrolls (11)
# ============================================================
itemChallengerChallengeScrollBase,items,Item,New,Challenger Scroll,挑战者召唤书
itemChallengerChallengeScrollBaseDesc,items,Item,New,"A mysterious scroll inscribed with runic sigils. When activated, it summons a wave of corrupted challengers for you to prove your worth.","刻有符文印记的神秘卷轴。激活后将召唤一波被腐化的挑战者，等待你证明自己的价值。"

itemChallengerChallengeScrollT1,items,Item,New,[8B4513]Challenger Scroll — T1: Infected Cleanup[-],[8B4513]挑战者召唤书·T1：感染者清理[-]
itemChallengerChallengeScrollT1Desc,items,Item,New,"Summons a Tier 1 challenger wave: [FFA500]12[-] infected trash units. Max [FFA500]8[-] alive. Time limit: [00BFFF]120s[-].","召唤T1挑战者波次：[FFA500]12[-]只普通感染者。同时最多[FFA500]8[-]只。限时[00BFFF]120秒[-]。"

itemChallengerChallengeScrollT2,items,Item,New,[FF8C00]Challenger Scroll — T2: Mixed Horde[-],[FF8C00]挑战者召唤书·T2：混合尸潮[-]
itemChallengerChallengeScrollT2Desc,items,Item,New,"Summons a Tier 2 challenger wave: [FFA500]18[-] mixed normal units with elite buffs. Max [FFA500]10[-] alive. Time limit: [00BFFF]150s[-].","召唤T2挑战者波次：[FFA500]18[-]只混编普通感染者（附带精英Buff）。同时最多[FFA500]10[-]只。限时[00BFFF]150秒[-]。"

itemChallengerChallengeScrollT3,items,Item,New,[B8860B]Challenger Scroll — T3: Frenzied Feral[-],[B8860B]挑战者召唤书·T3：狂暴感染者[-]
itemChallengerChallengeScrollT3Desc,items,Item,New,"Summons a Tier 3 challenger wave: [FFA500]14[-] mixed normals + [FFA500]14[-] ferals. Max [FFA500]14[-] alive. 2 spawn groups. Time limit: [00BFFF]180s[-].","召唤T3挑战者波次：[FFA500]14[-]只混编普通 + [FFA500]14[-]只狂暴。同时最多[FFA500]14[-]只。2波次。限时[00BFFF]180秒[-]。"

itemChallengerChallengeScrollT4,items,Item,New,[2E8B57]Challenger Scroll — T4: Radiated Horde[-],[2E8B57]挑战者召唤书·T4：辐射尸群[-]
itemChallengerChallengeScrollT4Desc,items,Item,New,"Summons a Tier 4 challenger wave: [FFA500]40[-] radiated units with [FF4500]6[-] elite buff types. Max [FFA500]16[-] alive. [FF4500]25%[-] bonus challenge chance. Time limit: [00BFFF]210s[-].","召唤T4挑战者波次：[FFA500]40[-]只辐射感染者（[FF4500]6[-]种精英Buff）。同时最多[FFA500]16[-]只。[FF4500]25%[-]概率触发额外挑战。限时[00BFFF]210秒[-]。"

itemChallengerChallengeScrollT5,items,Item,New,[4169E1]Challenger Scroll — T5: Empowered Elite[-],[4169E1]挑战者召唤书·T5：充能精英[-]
itemChallengerChallengeScrollT5Desc,items,Item,New,"Summons a Tier 5 challenger wave: [FFA500]30[-] radiated + [FFA500]25[-] elite radiated. Max [FFA500]20[-] alive. 2 spawn groups. [FF4500]35%[-] bonus challenge chance. Time limit: [00BFFF]240s[-].","召唤T5挑战者波次：[FFA500]30[-]只辐射 + [FFA500]25[-]只精英辐射。同时最多[FFA500]20[-]只。2波次。[FF4500]35%[-]概率触发额外挑战。限时[00BFFF]240秒[-]。"

itemChallengerChallengeScrollT6,items,Item,New,[9932CC]Challenger Scroll — T6: Infernal Vanguard[-],[9932CC]挑战者召唤书·T6：地狱先锋[-]
itemChallengerChallengeScrollT6Desc,items,Item,New,"Summons a Tier 6 challenger wave: [FFA500]35[-] elite radiated + [FFA500]40[-] infernal front. Max [FFA500]20[-] alive. 2 spawn groups. [FF4500]50%[-] bonus challenge chance. Time limit: [00BFFF]270s[-].","召唤T6挑战者波次：[FFA500]35[-]只精英辐射 + [FFA500]40[-]只地狱先锋。同时最多[FFA500]20[-]只。2波次。[FF4500]50%[-]概率触发额外挑战。限时[00BFFF]270秒[-]。"

itemChallengerChallengeScrollT7,items,Item,New,[FF4500]Challenger Scroll — T7: Hell Legion[-],[FF4500]挑战者召唤书·T7：地狱军团[-]
itemChallengerChallengeScrollT7Desc,items,Item,New,"Summons a Tier 7 challenger wave: [FFA500]35[-] infernal front + [FFA500]40[-] infernal + [FFA500]20[-] elite radiated. Max [FFA500]20[-] alive. 3 spawn groups. [FF4500]Guaranteed[-] bonus challenge. Time limit: [00BFFF]300s[-].","召唤T7挑战者波次：[FFA500]35[-]只地狱先锋 + [FFA500]40[-]只地狱 + [FFA500]20[-]只精英辐射。同时最多[FFA500]20[-]只。3波次。[FF4500]必定[-]触发额外挑战。限时[00BFFF]300秒[-]。"

itemChallengerChallengeScrollT8,items,Item,New,[FF4500]Challenger Scroll — T8: Hell Elite[-],[FF4500]挑战者召唤书·T8：地狱精英[-]
itemChallengerChallengeScrollT8Desc,items,Item,New,"Summons a Tier 8 challenger wave: [FFA500]45[-] infernal + [FFA500]45[-] hell elite + [FFA500]30[-] elite radiated. Max [FFA500]20[-] alive. 3 spawn groups. [FF4500]Guaranteed[-] bonus challenge. Time limit: [00BFFF]330s[-].","召唤T8挑战者波次：[FFA500]45[-]只地狱 + [FFA500]45[-]只地狱精英 + [FFA500]30[-]只精英辐射。同时最多[FFA500]20[-]只。3波次。[FF4500]必定[-]触发额外挑战。限时[00BFFF]330秒[-]。"

itemChallengerChallengeScrollT9,items,Item,New,[FF4500]Challenger Scroll — T9: Hell Warlord[-],[FF4500]挑战者召唤书·T9：地狱首领[-]
itemChallengerChallengeScrollT9Desc,items,Item,New,"Summons a Tier 9 challenger wave: [FFA500]60[-] hell elite + [FFA500]50[-] hell boss + [FFA500]50[-] infernal. Max [FFA500]20[-] alive. 3 spawn groups. [FF4500]Guaranteed[-] bonus challenge. Time limit: [00BFFF]390s[-].","召唤T9挑战者波次：[FFA500]60[-]只地狱精英 + [FFA500]50[-]只地狱首领 + [FFA500]50[-]只地狱。同时最多[FFA500]20[-]只。3波次。[FF4500]必定[-]触发额外挑战。限时[00BFFF]390秒[-]。"

itemChallengerChallengeScrollT10,items,Item,New,[FF4500]Challenger Scroll — T10: Ultimate Aberration[-],[FF4500]挑战者召唤书·T10：终极异变[-]
itemChallengerChallengeScrollT10Desc,items,Item,New,"Summons the ultimate Tier 10 challenger wave: [FFA500]70[-] hell boss + [FFA500]70[-] ultimate + [FFA500]60[-] hell elite. Max [FFA500]15[-] alive. 3 spawn groups. [FF4500]Wither Aura[-] active. Time limit: [00BFFF]480s[-]. The end of all challenges.","召唤终极T10挑战者波次：[FFA500]70[-]只地狱首领 + [FFA500]70[-]只终极异变 + [FFA500]60[-]只地狱精英。同时最多[FFA500]15[-]只。3波次。[FF4500]凋零光环[-]激活。限时[00BFFF]480秒[-]。一切挑战的终点。"

# ============================================================
# Energy Bundle
# ============================================================
energyBundle,items,Item,New,[00BFFF]Energy Recharge Pack[-],[00BFFF]能量补充包[-]
energyBundleDesc,items,Item,New,"A portable high-density energy cell. Recharges your held smart weapon energy pool by [FFD700]500[-] points. Compatible with Astrofix series smart firearms.","便携式高密度能量电池。为手中智能武器能量池补充[FFD700]500[-]点能量。适配定星系列智能枪械。"

challengerGuideTitle,Journal Tip,Journal Tip,New,Survivor Pre-Deployment Briefing,幸存者战前须知
challengerGuideCloseHint,Journal Tip,Journal Tip,New,Press TAB to close,按 TAB 键关闭
